-2.912616,-0.1831709,-1.14842
0.1401883,-0.02865968,-0.7065747
-1.022755,0.2729611,-1.144968
-0.5030248,-0.9388628,-1.074802
-2.128553,-0.3241284,-0.03476001
-0.6028512,-1.141557,-0.9487194
-1.127256,0.1655768,-0.9510363
-2.087806,-0.2915448,-0.03078529
-1.83311,-0.03594868,-0.04169256
-2.24182,-0.4394156,-0.0357168
-1.35112,-0.05805224,-0.5690953
-0.4251998,-0.6386325,-0.8633987
-1.725032,-0.6677931,0.0006107848
-0.5637064,0.001739452,-0.4453143
-0.3986786,-0.2552304,-0.4394609
-2.812527,-1.051507,-0.3741709
-0.6284303,-0.02744478,-0.4434584
-2.550575,-0.02837812,-0.1354358
-1.136173,0.9037362,-1.010922
-1.728529,-0.7299242,-0.0175382
-1.132204,-1.433152,-0.1460226
-1.924792,-2.020099,-0.7457251
-2.43232,-1.52748,-0.7416937
-1.490736,0.7550125,-0.7219575
-1.084322,-1.535921,-0.1806905
-1.480308,0.3637823,-1.105242
-0.1641934,0.06922162,-0.9010887
-1.936178,-0.4840174,-0.003630402
-2.178556,-1.546326,-0.4702041
-2.796503,-1.091236,-1.200667
-2.910697,-0.3388594,-1.146829
-1.27296,-2.098158,-1.318718
-1.175722,1.771794,-1.149423
-0.7251034,-1.636891,-1.197515
-2.281295,-1.627624,-1.255903
-2.031307,-1.874454,-1.242145
-1.48822,1.367084,-1.025808
-1.816848,-2.118253,-0.8045042
-2.53067,-1.431783,-0.7937477
-2.563951,0.292753,-0.7940848
-0.7693762,-1.734701,-0.2466795
-0.4906873,0.1506611,-1.226979
-2.941844,-0.8955781,-1.774497
-2.903975,-0.9425302,-1.757387
-2.971966,-0.9190936,-1.653879
-2.993097,-0.8837159,-1.602671
-2.980824,-0.5374856,-1.256214
-2.080615,-0.22335,-0.02938303
-0.5651546,-0.9348719,-0.8445861
-0.4533502,-0.5445919,-0.5437258
-0.9253411,-0.08343227,-0.5418293
-1.952606,-0.4426668,-0.008496198
-1.872857,-0.392979,-0.01233475
-2.757066,-0.9448699,-0.2687917
-0.4646493,0.05678722,-0.3404599
-0.1678603,0.6685895,-0.8463401
-0.4690869,1.065566,-0.9502056
-0.6273753,-1.181817,-0.7472898
-0.5661238,-1.079559,-0.6005595
-2.769457,-1.115836,-1.294011
-2.949453,-0.9448653,-1.65645
-3.088294,-0.9361841,-1.81582
-2.963853,-0.5156802,-1.250661
-3.149249,-0.9366751,-1.844692
-0.9186162,-2.519815,-1.260101
-1.310583,-2.19208,-1.32663
-1.336032,-2.127354,-1.244323
-1.330045,-2.236363,-1.345058
-1.175516,-0.784173,-0.03219694
-1.267151,-0.8782294,-0.05583358
-1.430195,-1.03063,-0.05038103
-1.379453,-0.9882858,-0.06086013
-1.371582,-0.9417338,-0.09397364
-1.328582,-0.98496,-0.08812367
-1.227044,-0.8341707,-0.049243
-0.2997392,0.04357141,-0.026682
-0.2776213,0.1075213,-0.03708895
-1.143399,-0.7353428,-0.01913015
-1.480564,-1.080858,-0.0583429
-1.528816,-1.128761,-0.0567836
-1.704934,-2.20928,-0.945504
-2.592598,-1.289636,-0.9494593
-2.951333,-0.4841511,-1.199611
-0.6301427,0.328857,-1.2819
-0.622523,-0.03569386,0.165371
-1.421117,-0.8943968,-0.07332373
-1.275357,-1.037119,-0.08747862
-0.957532,0.543972,-1.203721
-2.646485,0.2870649,-0.942578
-0.8259429,-1.781305,-0.196663
-2.762503,-0.08573799,-0.5916756
-2.491218,-1.383883,-0.9570882
-2.176631,-0.2093149,0.006485906
-2.093749,-0.1445843,-0.01014314
-0.5425082,-0.8820823,-0.7955832
-3.017043,-0.6409063,-1.267835
0.17107,0.1134329,-0.6787574
0.2862263,0.1169082,-0.5977129
-1.088202,0.09557017,-0.8689788
-2.743672,0.06987309,-0.8459356
-2.243999,-0.186838,0.01668498
-2.134942,-0.0772398,0.007807117
-0.5493327,-0.8920032,-0.9399796
-2.612571,-1.108105,-0.3192565
-0.6191629,-0.2863457,0.113622
-0.6777515,-0.2339295,0.1295499
-0.3177097,-0.9355959,-1.043803
-2.585521,-1.116632,-0.3125126
-2.792717,-0.9360622,-0.2797064
